chr,start,end,x,y,z
chr21,10925001,10930000,-0.214909314,0.024413585,-0.093552476
chr21,10930001,10935000,-0.251816804,0.02973658,-0.035138119
chr21,10935001,10940000,-0.258283907,0.000636528,-0.01574714
chr21,10940001,10945000,-0.237576227,0.029824035,0.005049699
chr21,10945001,10950000,-0.204071439,0.091560995,-0.041241456
chr21,10950001,10955000,-0.128633465,0.163163886,-0.093385256
chr21,10955001,10960000,-0.118270548,0.18270769,-0.050468776
chr21,10960001,10965000,-0.180610939,0.174621515,-0.005399139
chr21,10965001,10970000,-0.198871101,0.222673506,0.024458158
chr21,10970001,10975000,-0.201992489,0.208195913,0.037502269
chr21,10975001,10980000,-0.199918489,0.180567074,-0.006060739
chr21,10980001,10985000,-0.15219799,0.209951926,-0.014387086
chr21,10985001,10990000,-0.169203548,0.198385447,0.005617684
chr21,10990001,10995000,-0.203147478,0.20035295,0.007984338
chr21,10995001,1.10E+07,-0.162650526,0.28903285,0.026384583
chr21,11000001,11005000,-0.059887465,0.321476612,0.099294477
chr21,11020001,11025000,-0.021566225,0.277939703,0.154358476
chr21,11025001,11030000,-0.071762888,0.210748935,0.193616719
chr21,11030001,11035000,-0.110325634,0.088330032,0.241605208
chr21,11035001,11040000,-0.173229088,0.034061014,0.203966884
chr21,11040001,11045000,-0.165642045,0.001270734,0.199691211
chr21,11045001,11050000,-0.157687247,-0.028963241,0.189095131
chr21,11050001,11055000,-0.139500851,-0.012307962,0.175260826
chr21,11055001,11060000,-0.057564645,-0.073778925,0.177862212
chr21,11060001,11065000,-0.073715613,-0.110536698,0.153812207
chr21,11065001,11070000,-0.165332493,-0.045317235,0.10574557
chr21,11070001,11075000,-0.17056214,-0.047182917,0.058497923
chr21,11075001,11080000,-0.056727559,-0.12125578,0.069581729
chr21,11080001,11085000,0.020163968,-0.178206847,0.042444161
chr21,11085001,11090000,-0.039460375,-0.183586527,-0.03812511
chr21,11090001,11095000,-0.07270894,-0.176690947,-0.09333034
chr21,11095001,11100000,0.03088561,-0.137945997,-0.092451861
chr21,11100001,11105000,0.068845839,-0.076787035,-0.144908375
chr21,11105001,11110000,-0.018484163,-0.009494042,-0.196069846
chr21,11110001,11115000,-0.033792196,0.055360978,-0.176710853
chr21,11115001,11120000,0.029108489,0.108130628,-0.129718052
chr21,11120001,11125000,0.020041992,0.117948647,-0.129066414
chr21,11125001,11130000,0.043645233,0.063780694,-0.177287118
chr21,11130001,11135000,0.145052166,0.083951522,-0.120421938
chr21,11135001,11140000,0.145831963,0.132797877,-0.065179792
chr21,11140001,11145000,0.065684728,0.190873716,-0.074398056
chr21,11145001,11150000,0.072976474,0.214955936,-0.081857995
chr21,11150001,11155000,0.105061973,0.17046135,-0.151129102
chr21,11155001,11160000,0.139387745,0.130299055,-0.197841289
chr21,11160001,11165000,0.163022937,0.175454719,-0.160329653
chr21,11165001,11170000,0.123659481,0.245346427,-0.117478691
chr21,11170001,11175000,0.142486726,0.222312265,-0.096511291
chr21,11175001,11180000,0.209288872,0.157648425,-0.029476336
chr21,11180001,11185000,0.263749059,0.135313519,0.021205942
chr21,11185001,11190000,0.278488537,0.254852454,-0.005628756
chr21,14335001,14340000,0.267070308,0.382141844,-0.091722983
chr21,14340001,14345000,0.18425013,0.425551887,-0.105076056
chr21,14345001,14350000,0.152701346,0.404773887,0.018973276
chr21,14350001,14355000,0.148046485,0.366435536,0.089686785
chr21,14355001,14360000,0.14068625,0.303363346,0.113301088
chr21,14360001,14365000,0.101130201,0.234626329,0.044138547
chr21,14365001,14370000,-0.008854892,0.210467823,0.024875703
chr21,14370001,14375000,-0.0607125,0.199963132,0.005722935
chr21,14375001,14380000,-0.056967991,0.141516067,-0.090902875
chr21,14380001,14385000,0.009588496,0.126447266,-0.093247847
chr21,14385001,14390000,0.024905461,0.111807383,-0.040888776
chr21,14390001,14395000,0.054483071,0.021999799,-0.081019664
chr21,14395001,14400000,0.088192308,0.079406453,-0.135659298
chr21,14400001,14405000,0.05177977,0.117824445,-0.138756805
chr21,14405001,14410000,0.084505579,0.03304277,-0.119090168
chr21,14410001,14415000,0.108780061,0.045028431,-0.114645242
chr21,14415001,14420000,0.098215607,0.09399108,-0.098799756
chr21,14420001,14425000,0.187993541,0.089230152,0.003190664
chr21,14425001,14430000,0.301120894,0.106518802,-0.054119836
chr21,14430001,14435000,0.286819811,0.132501193,-0.110848568
chr21,14435001,14440000,0.19287847,0.084822284,-0.098662815
chr21,14440001,14445000,0.088888589,0.086929803,-0.127177224
chr21,14445001,14450000,0.053979708,0.146316115,-0.101397178
chr21,14450001,14455000,0.090372181,0.15168639,-0.081366825
chr21,14455001,14460000,0.096684269,0.153182054,-0.076065406
chr21,14460001,14465000,0.097574915,0.140398819,-0.059312001
chr21,14470001,14475000,0.103951793,0.143060029,-0.049455276
chr21,14475001,14480000,0.094783774,0.150667672,-0.045268824
chr21,14480001,14485000,0.102707875,0.126934519,-0.068152607
chr21,14485001,14490000,0.110356149,0.123772277,-0.075012421
chr21,14490001,14495000,0.097483422,0.13016521,-0.054999198
chr21,14495001,14500000,0.072638729,0.145520037,-0.025035059
chr21,14500001,14505000,0.080579092,0.152857026,-0.060675573
chr21,14505001,14510000,0.106417449,0.136865062,-0.096860867
chr21,14510001,14515000,0.099792006,0.136385614,-0.065545345
chr21,14515001,14520000,0.090021144,0.138765659,-0.063467067
chr21,14520001,14525000,0.091390334,0.135171974,-0.059559374
chr21,14525001,14530000,0.095271097,0.130641383,-0.054078093
chr21,14530001,14535000,0.093810503,0.131645683,-0.052057284
chr21,14565001,14570000,0.101778162,0.122641009,-0.035635788
chr21,14580001,14585000,0.088240379,0.128031657,-0.045595195
chr21,14585001,14590000,0.099563631,0.170969489,-0.086942573
chr21,14590001,14595000,0.21896343,0.17483257,-0.134102156
chr21,14595001,14600000,0.318690398,0.069594268,-0.109588513
chr21,14600001,14605000,0.291358622,-0.017633338,-0.12562878
chr21,14605001,14610000,0.279436609,-0.018700785,-0.182590842
chr21,14610001,14615000,0.289757638,0.040354833,-0.067011356
chr21,14615001,14620000,0.257457361,0.019717912,0.044088035
chr21,14620001,14625000,0.293927705,-0.015754972,0.066149274
chr21,14625001,14630000,0.371821874,0.067547373,0.015635756
chr21,14630001,14635000,0.391263201,0.100946793,-0.010691327
chr21,14635001,14640000,0.302155131,0.119477327,0.045488225
chr21,14640001,14645000,0.172555363,0.118659089,0.013407425
chr21,14645001,14650000,0.182113902,0.099381264,-0.087451105
chr21,14650001,14655000,0.244764758,0.195225043,-0.082790291
chr21,14655001,14660000,0.214908703,0.272390282,-0.114921299
chr21,14660001,14665000,0.168381092,0.323423705,-0.180810044
chr21,14665001,14670000,0.107612742,0.379115895,-0.106819532
chr21,14670001,14675000,0.001058215,0.327203644,-0.083860068
chr21,14675001,14680000,-0.040652862,0.295856169,-0.048981771
chr21,14680001,14685000,-0.005700871,0.343036483,-0.063893549
chr21,14685001,14690000,-0.020085711,0.335240005,-0.182588823
chr21,14690001,14695000,0.037960251,0.282143066,-0.247113756
chr21,14695001,14700000,0.104901001,0.194110329,-0.264945435
chr21,14700001,14705000,0.125586003,0.128669769,-0.207253597
chr21,14705001,14710000,0.162852724,0.198164242,-0.12902309
chr21,14710001,14715000,0.091382423,0.263503499,-0.093907377
chr21,14715001,14720000,0.092623383,0.19956119,-0.081973039
chr21,14720001,14725000,0.13735719,0.136814664,-0.12333907
chr21,14725001,14730000,0.068819086,0.12975521,-0.088469752
chr21,14730001,14735000,0.053332063,0.106901755,0.026304727
chr21,14735001,14740000,0.050882535,0.1422074,0.019290096
chr21,14740001,14745000,0.013544376,0.131401362,-0.103332139
chr21,14745001,14750000,0.030741482,0.139675829,-0.188026353
chr21,14750001,14755000,0.115109491,0.156444605,-0.125563399
chr21,14755001,14760000,0.137731768,0.127282021,-0.007315407
chr21,14760001,14765000,0.039285092,0.187925138,-4.50E-06
chr21,14765001,14770000,-0.046263547,0.173967405,0.024525188
chr21,14770001,14775000,-0.147740872,0.13166707,0.058614231
chr21,14775001,14780000,-0.194712183,0.087845417,0.071776393
chr21,14780001,14785000,-0.081411103,0.052395135,0.111516563
chr21,14785001,14790000,-0.004472464,0.007859181,0.021881367
chr21,14790001,14795000,-0.078742666,-0.009283668,-0.058798521
chr21,14795001,14800000,-0.086274945,0.016648588,-0.123898479
chr21,14800001,14805000,-0.036815396,-0.038861175,-0.159446459
chr21,14805001,14810000,-0.022312335,-0.015033332,-0.178809876
chr21,14810001,14815000,-0.040394219,0.101988552,-0.177128733
chr21,14815001,14820000,-0.08715118,0.068166088,-0.176190543
chr21,14820001,14825000,-0.100478322,-0.06661915,-0.150879572
chr21,14825001,14830000,-0.033860539,-0.107163874,-0.117941074
chr21,14830001,14835000,0.036236985,-0.121407769,-0.078852792
chr21,14835001,14840000,0.032123859,-0.082155065,0.082370597
chr21,14840001,14845000,0.050406226,-0.065990185,0.151147436
chr21,14845001,14850000,0.117755003,-0.061064424,0.075775222
chr21,14850001,14855000,0.106538978,0.051753676,0.006342956
chr21,14855001,14860000,0.092930462,0.139253778,0.05514266
chr21,14860001,14865000,0.137734182,0.146527293,0.051952134
chr21,14865001,14870000,0.114744077,0.146154966,-0.015611387
chr21,14870001,14875000,0.093177239,0.10610683,-0.102835556
chr21,14875001,14880000,0.009756671,0.017561669,-0.180806192
chr21,14880001,14885000,-0.036580932,0.058202664,-0.14417895
chr21,14885001,14890000,-0.015910461,0.120868497,-0.076531464
chr21,14890001,14895000,0.022643036,0.059680714,0.01528835
chr21,14895001,14900000,0.09352245,0.030361085,0.037034659
chr21,14900001,14905000,0.073507947,0.087965881,-0.070081018
chr21,14905001,14910000,0.083470636,0.149102106,-0.121896975
chr21,14910001,14915000,0.07396339,0.20320175,-0.058972387
chr21,14920001,14925000,0.068624757,0.214019105,0.013656066
chr21,14925001,14930000,0.146329217,0.220244761,-0.043816704
chr21,14930001,14935000,0.12948228,0.268761948,-0.063306156
chr21,14935001,14940000,0.144514996,0.279830811,0.028072026
chr21,14940001,14945000,0.178000658,0.214939193,0.098993611
chr21,14945001,14950000,0.078336358,0.206041427,0.111526647
chr21,14950001,14955000,0.058251095,0.232234922,0.037046484
chr21,14955001,14960000,0.102592709,0.188087929,-0.023232391
chr21,14970001,14975000,0.091218508,0.151773634,-0.044285282
chr21,14975001,14980000,0.110587041,0.150125929,-0.056996157
chr21,15020001,15025000,0.139190397,0.160683466,-0.061011363
chr21,15025001,15030000,0.163654113,0.159325131,-0.067216536
chr21,15175001,15180000,0.189100494,0.193119557,-0.034223218
chr21,15200001,15205000,0.231498807,0.256412844,0.007512961
chr21,15205001,15210000,0.243799637,0.254057446,-0.005557627
chr21,15210001,15215000,0.282796243,0.255634244,-0.004899002
chr21,15215001,15220000,0.387432552,0.291445045,-0.0128702
chr21,15220001,15225000,0.389455582,0.31788336,-0.039434648
chr21,15225001,15230000,0.362190546,0.342985188,-0.033447785
chr21,15230001,15235000,0.400769263,0.321332607,-0.021890432
chr21,15235001,15240000,0.395271774,0.309884373,0.006758488
chr21,15240001,15245000,0.365259852,0.328662183,0.036013578
chr21,15245001,15250000,0.397392658,0.317969246,0.014817567
chr21,15250001,15255000,0.43216612,0.309400937,-0.00956532
chr21,15255001,15260000,0.376913295,0.314195043,-0.003129684
chr21,15260001,15265000,0.264794803,0.287080193,0.016653988
chr21,15265001,15270000,0.231067479,0.280151117,0.018608606
chr21,15270001,15275000,0.23151887,0.268756726,0.023028028
chr21,15275001,15280000,0.206846415,0.247333359,0.003170433
chr21,15280001,15285000,0.216449133,0.253631952,0.005555117
chr21,15285001,15290000,0.257926733,0.228655949,0.073061085
chr21,15290001,15295000,0.258977195,0.215044358,0.074370406
chr21,15295001,15300000,0.242588819,0.219622563,0.053495852
chr21,15300001,15305000,0.279284586,0.237424043,0.06821265
chr21,15305001,15310000,0.266713214,0.234053774,0.033729196
chr21,15310001,15315000,0.246149172,0.222854337,0.015856329
chr21,15315001,15320000,0.287865654,0.214643209,0.05337434
chr21,15320001,15325000,0.30986587,0.18506693,0.081141385
chr21,15325001,15330000,0.340279465,0.208475459,0.074289996
chr21,15330001,15335000,0.353740481,0.247348844,0.061629484
chr21,15335001,15340000,0.334077832,0.203168611,0.07764253
chr21,15340001,15345000,0.274802545,0.160189009,0.043686432
chr21,15345001,15350000,0.249870982,0.177248408,0.021280692
chr21,15350001,15355000,0.286822883,0.131993581,0.0490128
chr21,15355001,15360000,0.283231412,0.125569335,0.057679786
chr21,15360001,15365000,0.27427799,0.16843921,0.072669212
chr21,15365001,15370000,0.27745795,0.164846818,0.078751028
chr21,15370001,15375000,0.297128924,0.119740019,0.070061653
chr21,15375001,15380000,0.317952729,0.039831656,0.065954335
chr21,15380001,15385000,0.314652402,-0.015375967,0.048445931
chr21,15385001,15390000,0.310813819,-0.029515589,0.041576332
chr21,15390001,15395000,0.306795099,-0.049625233,0.030428463
chr21,15395001,15400000,0.285315061,-0.053089897,0.042399868
chr21,15400001,15405000,0.266745817,-0.060813678,0.060655481
chr21,15405001,15410000,0.254446825,-0.090586441,0.05370989
chr21,15410001,15415000,0.261960911,-0.093565613,0.043063687
chr21,15415001,15420000,0.280609856,-0.102300604,0.019620643
chr21,15420001,15425000,0.307428463,-0.08516375,-0.007253939
chr21,15425001,15430000,0.308279682,-0.071147311,-0.011364233
chr21,15430001,15435000,0.276402083,-0.070811759,0.028178159
chr21,15435001,15440000,0.2845576,-0.052145284,0.060358874
chr21,15440001,15445000,0.299679916,-0.070763903,0.042046379
chr21,15445001,15450000,0.289682658,-0.100539621,0.008572727
chr21,15450001,15455000,0.272127187,-0.109880231,-0.002709529
chr21,15455001,15460000,0.277429504,-0.099276021,0.004884277
chr21,15460001,15465000,0.288944253,-0.079226939,0.01304261
chr21,15465001,15470000,0.291971838,-0.087432477,-0.014399014
chr21,15470001,15475000,0.292231765,-0.092956059,-0.015956879
chr21,15475001,15480000,0.287962909,-0.097005931,0.002164763
chr21,15480001,15485000,0.293852467,-0.097599925,-0.027883726
chr21,15485001,15490000,0.335430863,-0.069236629,-0.076695888
chr21,15490001,15495000,0.384891584,-0.014126303,-0.106043631
chr21,15495001,15500000,0.38308345,-0.015910789,-0.110396278
chr21,15500001,15505000,0.379212405,-0.041454604,-0.109340889
chr21,15505001,15510000,0.385736517,-0.034264261,-0.108222035
chr21,15510001,15515000,0.394423919,0.003132803,-0.136188679
chr21,15515001,15520000,0.400622464,0.024461648,-0.15806516
chr21,15520001,15525000,0.38898216,0.004773308,-0.142289465
chr21,15525001,15530000,0.396148785,0.047882957,-0.151091068
chr21,15530001,15535000,0.396976909,0.065108931,-0.168953216
chr21,15535001,15540000,0.330733705,0.085216702,-0.13801287
chr21,15540001,15545000,0.31392116,0.112948105,-0.154540861
chr21,15545001,15550000,0.37192463,0.142824345,-0.207321052
chr21,15550001,15555000,0.391514198,0.204648298,-0.197706697
chr21,15555001,15560000,0.392839326,0.214889039,-0.207071225
chr21,15560001,15565000,0.376906905,0.200821456,-0.239971579
chr21,15565001,15570000,0.356699816,0.199182754,-0.265140006
chr21,15570001,15575000,0.346628389,0.217766411,-0.266050489
chr21,15575001,15580000,0.316434139,0.158891093,-0.264638846
chr21,15580001,15585000,0.290266703,0.082152517,-0.278345943
chr21,15585001,15590000,0.282465117,0.068828855,-0.28438882
chr21,15590001,15595000,0.284088523,0.083425696,-0.302681988
chr21,15595001,15600000,0.280557693,0.081100615,-0.308142439
chr21,15600001,15605000,0.250999416,0.058512314,-0.309743501
chr21,15605001,15610000,0.237246145,0.096112891,-0.329236184
chr21,15610001,15615000,0.240876181,0.152832966,-0.33321748
chr21,15615001,15620000,0.203661349,0.121833022,-0.322879635
chr21,15620001,15625000,0.155380839,0.063316623,-0.313825718
chr21,15625001,15630000,0.147529763,0.103080259,-0.31409433
chr21,15630001,15635000,0.13510313,0.135857477,-0.326398226
chr21,15635001,15640000,0.143439406,0.160546151,-0.337234335
chr21,15640001,15645000,0.146197937,0.163067519,-0.334396436
chr21,15645001,15650000,0.13447542,0.163051458,-0.32830159
chr21,15650001,15655000,0.132421385,0.177662237,-0.33426129
chr21,15655001,15660000,0.117500197,0.163043934,-0.347544068
chr21,15660001,15665000,0.102972374,0.138187527,-0.34974396
chr21,15665001,15670000,0.108803545,0.145335596,-0.340451568
chr21,15670001,15675000,0.110940884,0.158478347,-0.331561018
chr21,15675001,15680000,0.08012689,0.133920757,-0.331359782
chr21,15680001,15685000,0.080529352,0.200536486,-0.32940704
chr21,15685001,15690000,0.070998546,0.211960791,-0.329106536
chr21,15690001,15695000,0.046621235,0.16647654,-0.335503627
chr21,15695001,15700000,0.064678962,0.193533371,-0.340173655
chr21,15700001,15705000,0.057865961,0.187896116,-0.340091123
chr21,15705001,15710000,0.044185365,0.189556072,-0.332172576
chr21,15710001,15715000,0.036012787,0.179652213,-0.321576343
chr21,15715001,15720000,0.022287364,0.151862082,-0.324941238
chr21,15720001,15725000,0.024446444,0.187034637,-0.319616546
chr21,15725001,15730000,0.007504485,0.177652102,-0.299217815
chr21,15730001,15735000,-0.00581385,0.148312815,-0.292946742
chr21,15735001,15740000,-0.026907251,0.130115958,-0.275570245
chr21,15740001,15745000,-0.059887226,0.090993061,-0.236081159
chr21,15745001,15750000,-0.074277388,0.076661453,-0.213104898
chr21,15750001,15755000,-0.093324442,0.06907903,-0.194530295
chr21,15755001,15760000,-0.114744454,0.074473738,-0.176629782
chr21,15760001,15765000,-0.12466428,0.084596031,-0.16689713
chr21,15765001,15770000,-0.124133675,0.128130851,-0.170704819
chr21,15770001,15775000,-0.125739177,0.170226684,-0.162330701
chr21,15775001,15780000,-0.134526197,0.146009566,-0.143102635
chr21,15780001,15785000,-0.140267096,0.170404841,-0.156052752
chr21,15785001,15790000,-0.099138388,0.274974456,-0.145895103
chr21,15790001,15795000,-0.06594957,0.323758075,-0.115423239
chr21,15795001,15800000,-0.063652653,0.332510998,-0.10625422
chr21,15800001,15805000,-0.05148496,0.352936529,-0.10068038
chr21,15805001,15810000,-0.08098844,0.342686698,-0.090341441
chr21,15810001,15815000,-0.135500914,0.273958872,-0.055416984
chr21,15815001,15820000,-0.153756852,0.237454653,-0.015280301
chr21,15820001,15825000,-0.162093733,0.215279463,0.009487453
chr21,15825001,15830000,-0.148263853,0.22771127,0.025658536
chr21,15830001,15835000,-0.13646887,0.273970715,0.008526635
chr21,15835001,15840000,-0.135501494,0.290891093,0.006391593
chr21,15840001,15845000,-0.135932268,0.268264492,0.018201155
chr21,15845001,15850000,-0.16013816,0.202320981,0.032204051
chr21,15850001,15855000,-0.133813006,0.2485283,0.036563407
chr21,15855001,15860000,-0.097254016,0.336192954,0.031949252
chr21,15860001,15865000,-0.068603481,0.372266431,0.043354496
chr21,15865001,15870000,-0.06100298,0.367190309,0.044418714
chr21,15870001,15875000,-0.115853105,0.292969142,0.039816972
chr21,15875001,15880000,-0.168094076,0.226054617,0.034070095
chr21,15880001,15885000,-0.153049012,0.255162783,0.053070632
chr21,15885001,15890000,-0.130271345,0.254816512,0.080848291
chr21,15890001,15895000,-0.12514589,0.247105781,0.093607997
chr21,15895001,15900000,-0.131492696,0.223589514,0.094201936
chr21,15900001,15905000,-0.170467464,0.159917287,0.088105756
chr21,15905001,15910000,-0.14254616,0.166746925,0.118229967
chr21,15910001,15915000,-0.085238041,0.194037939,0.160549619
chr21,15915001,15920000,-0.089096204,0.211971448,0.157232821
chr21,15920001,15925000,-0.122002905,0.186765792,0.133732195
chr21,15925001,15930000,-0.160519734,0.145684343,0.114107978
chr21,15930001,15935000,-0.15837043,0.185318203,0.116228746
chr21,15935001,15940000,-0.125032261,0.252985574,0.136227053
chr21,15940001,15945000,-0.12963736,0.227909921,0.131361239
chr21,15945001,15950000,-0.13697626,0.183702803,0.129422038
